18299211,studios in Agios Georgios 300m from the beach NW,Apartment in Pagon,Pagon,Pagon,Apartment in Pagon,1 double bed,4.91,45,REGULAR,19.68316,39.71737,entire_home
657108834476555452,Corfu Villa near sandy beach with pool and views,Villa in Agios Georgios,Agios Georgios,Agios Georgios,Villa in Agios Georgios,8 beds,5.0,9,REGULAR,19.67472,39.72086,entire_home
6737764,"Apartment on the first floor,300m.from the beach.",Condo in Pagon,Pagon,Pagon,Condo in Pagon,3 beds,4.92,73,REGULAR,19.68331,39.71708,entire_home
617922672684098115,Spiros Studios,Apartment in Agios Georgios,Agios Georgios,Agios Georgios,Apartment in Agios Georgios,2 single beds,5.0,5,REGULAR,19.67604,39.72091,entire_home
29337346,Patras Roof apartment,Condo in Agios Georgios Pagon,Agios Georgios Pagon,Agios Georgios Pagon,Condo in Agios Georgios Pagon,1 double bed,5.0,23,REGULAR,19.67853,39.71844,entire_home
27823413,''Νina Apartments'' n.5 - Agios Georgios Pagi.,Apartment in Pagi,Pagi,Pagi,Apartment in Pagi,2 single beds,4.85,33,REGULAR,19.67623,39.72322,entire_home
23479876,''Νina Apartments'' n.6 - Agios Georgios Pagi.,Apartment in Agios Georgios Pagi,Agios Georgios Pagi,Agios Georgios Pagi,Apartment in Agios Georgios Pagi,3 single beds,4.94,51,REGULAR,19.67652,39.72387,entire_home
43782994,"Kumquart Estate - up to 20 guests, private pool",Home in Pagoi,Pagoi,Pagoi,Home in Pagoi,14 beds,5.0,13,REGULAR,19.69875,39.72484,entire_home
13853597,Corfiotpanorama Apartments with View,Condo in Agios Georgios Pagon,Agios Georgios Pagon,Agios Georgios Pagon,Condo in Agios Georgios Pagon,3 beds,4.97,31,REGULAR,19.685,39.71412,entire_home
574493014559863147,"Orion House, Amazing House At Delfini Resort",Home in Agios Georgios Pagon,Agios Georgios Pagon,Agios Georgios Pagon,Home in Agios Georgios Pagon,6 beds,4.6,5,REGULAR,19.68268,39.7166,entire_home
51529538,Kumquart Estate-Bergamot,Apartment in Agios Georgios Pagon,Agios Georgios Pagon,Agios Georgios Pagon,Apartment in Agios Georgios Pagon,4 beds,5.0,3,REGULAR,19.68081,39.71765,entire_home
29875732,Angela Pool Maisonette Agios Georgios,Home in Agios Georgios Pagon,Agios Georgios Pagon,Agios Georgios Pagon,Home in Agios Georgios Pagon,5 beds,4.83,12,REGULAR,19.6825,39.71638,entire_home
25670803,Hillside Villa 3 Provence with pool and sea view,Villa in Corfu,Corfu,Corfu,Villa in Corfu,5 beds,4.8,10,REGULAR,19.66132,39.73995,entire_home
6944573,The Beach House (Cosmos beach),Home in Corfu,Corfu,Corfu,Home in Corfu,4 beds,5.0,21,REGULAR,19.66691,39.72268,entire_home
666678414631339311,Villa Lucia - Twin room 1,Hotel room in Agios Georgios Pagon,Agios Georgios Pagon,Agios Georgios Pagon,Hotel room in Agios Georgios Pagon,2 beds,5.0,8,REGULAR,19.686368104785164,39.71759402118188,private_room
49508898,Villa Rosa,Apartment in Pagi ,Pagi ,Pagi ,Apartment in Pagi ,3 double beds,4.94,16,REGULAR,19.68116,39.7161,entire_home
12466580,Cozy garden view studio,Apartment in Agios Georgios Pagon,Agios Georgios Pagon,Agios Georgios Pagon,Apartment in Agios Georgios Pagon,1 queen bed,4.79,39,REGULAR,19.68391,39.71706,entire_home
592742077228586649,Zoes house cottage with mountain and sea view,Home in Dafni,Dafni,Dafni,Home in Dafni,2 beds,5.0,19,REGULAR,19.69392,39.72908,entire_home
23375114,"''Nina Apartments"" n.10 -  Agios Georgios Pagi.",Condo in Agios Georgios Pagi,Agios Georgios Pagi,Agios Georgios Pagi,Condo in Agios Georgios Pagi,4 beds,4.81,31,REGULAR,19.67621,39.72318,entire_home
47914473,Villa Kourkoulos at Agios Georgios Pagon (4),Home in Agios Georgios,Agios Georgios,Agios Georgios,Home in Agios Georgios,4 beds,4.91,11,REGULAR,19.67777,39.72073,entire_home
15528934,Caramela Beach House,Home in Agios Georgios Pagon,Agios Georgios Pagon,Agios Georgios Pagon,Home in Agios Georgios Pagon,2 beds,5.0,6,REGULAR,19.681,39.7172,entire_home
4599877,"Ground floor apartment,300m. from the beach",Apartment in Pagon,Pagon,Pagon,Apartment in Pagon,3 beds,4.83,47,REGULAR,19.68261,39.71645,entire_home
31234716,Patra study 1,Condo in Agios Georgios Pagon,Agios Georgios Pagon,Agios Georgios Pagon,Condo in Agios Georgios Pagon,2 single beds,4.94,34,REGULAR,19.67846,39.71847,entire_home
19760177,"''Nina Apartments"" n.9 - Agios Georgios Pagi.",Condo in Corfu,Corfu,Corfu,Condo in Corfu,3 single beds,4.76,54,REGULAR,19.67614,39.72322,entire_home
49700004,"Cozy Apartment, few mins from beach, Corf",Apartment in Agios Georgios,Agios Georgios,Agios Georgios,Apartment in Agios Georgios,4 beds,5.0,6,REGULAR,19.68296,39.71787,entire_home
