listing_17869884,Apartment in Gouvia,Studio Yellow  Gouvia Corfu Greece Κέρκυρα 235076,1 queen bed,Jun 1 – 6,4.92,112,57
listing_26359148,Apartment in Gouvia,Studio Beryllium  Gouvia  Corfu  Greece,1 double bed,Jun 1 – 6,4.88,52,69
listing_43359516,Apartment in Gouvia,Doctor`s House in the Nature,3 beds,Jun 1 – 6,5.0,32,71
listing_21807694,Villa in Gouvia,Villa Senses: Stylish villa  amazing views  pool,5 beds,Jul 15 – 20,4.95,37,643
listing_624634481609085660,Cottage in Dassia,The Wild Cyclamen stone house and estate,1 king bed,Jun 1 – 6,5.0,34,94
listing_647768811104566432,Loft in Gouvia,Bayside Loft.,3 beds,Jun 1 – 6,5.0,5,118
listing_602132448045575860,Apartment in Gouvia,Apartment Uranos - nice place for 4-5 people,4 beds,Jun 1 – 7,4.4,5,162
listing_34411326,Home in Corfu,Veranda Kommeno,1 double bed,Jun 1 – 6,4.89,55,112
listing_31272281,Home in Kerkira,SEASIDE LOFT - Govino Bay - Gouvia / Corfu,5 beds,Jul 1 – 6,4.84,50,181
listing_18860485,Home in Gouvia,Oasis House nature & relax,4 beds,Jun 1 – 6,4.3,46,134
listing_32511348,Cottage in corfu,Eden Villa's corner of paradise,1 king bed,Jun 1 – 6,4.96,52,177
listing_24353199,Home in Gouvia,Nicolas Beach House,3 beds,Jun 1 – 6,5.0,33,235
listing_20430498,Earthen home in Kira Chrisikou,Casa T with amazing views,11 beds,Jul 5 – 10,4.76,61,"1,117"
listing_25967565,Private room in Corfu,La Estrella. Beach  shops  Gouvia Marina walking,1 queen bed,Jun 1 – 6,4.85,65,30
listing_16307710,Home in Gouvia,Villa Sandra (with private swimming pool),6 beds,Jun 12 – 17,4.92,27,205
listing_20496330,Home in Gouvia,Place in the Sun,6 beds,Jun 1 – 6,5.0,9,428
listing_49837107,Villa in Barbati,"Korypho Villa ""West""",6 beds,Jun 5 – 12,5.0,13,593
listing_18926816,Home in Kira Chrisikou,Dinos Villa Corfu  Gouvia Marina  Kira Chrisikou.,3 beds,Jun 1 – 6,4.81,65,89
