aurora-agios-ioannis-peristerion,Aurora Beach Hotel,8.3,Very good,158 reviews,5 nights, 2 adults,€ 561,Agios Ioannis Peristeron,https://www.booking.com/hotel/gr/aurora-agios-ioannis-peristerion.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQm4AQfIAQzYAQHoAQH4AQOIAgGoAgO4Avjf-50GwAIB0gIkYTliNTQ4OTUtYmNhNC00YWMwLWEyY2YtZmNkNDA4YmUyYzEx2AIF4AIB&sid=6e38c114ad3781f7eced25d3cc6ba450&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-06&dest_id=1570&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=7b422e74ff87022d&srepoch=1673591787&all_sr_blocks=72668306_362109683_2_33_0&highlighted_blocks=72668306_362109683_2_33_0&matching_block_id=72668306_362109683_2_33_0&sr_pri_blocks=72668306_362109683_2_33_0__56087&from_sustainable_property_sr=1&from=searchresults&map_fdco=1#hotelTmpl
villa-natalia-kassopaion-gimariou-kalami,Villa Natalia,8.9,Fabulous,174 reviews,5 nights, 2 adults,€ 477,Kalámi,https://www.booking.com/hotel/gr/villa-natalia-kassopaion-gimariou-kalami.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQm4AQfIAQzYAQHoAQH4AQOIAgGoAgO4Avjf-50GwAIB0gIkYTliNTQ4OTUtYmNhNC00YWMwLWEyY2YtZmNkNDA4YmUyYzEx2AIF4AIB&sid=6e38c114ad3781f7eced25d3cc6ba450&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-06&dest_id=1570&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=7b422e74ff87022d&srepoch=1673591787&all_sr_blocks=811694805_343423684_2_0_0&highlighted_blocks=811694805_343423684_2_0_0&matching_block_id=811694805_343423684_2_0_0&sr_pri_blocks=811694805_343423684_2_0_0__47685&from_sustainable_property_sr=1&from=searchresults&map_fdco=1#hotelTmpl
chandris-apartments,Chandris Apartments,9.0,Superb,469 reviews,5 nights, 2 adults,€ 333,Kavos,https://www.booking.com/hotel/gr/chandris-apartments.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQm4AQfIAQzYAQHoAQH4AQOIAgGoAgO4Avjf-50GwAIB0gIkYTliNTQ4OTUtYmNhNC00YWMwLWEyY2YtZmNkNDA4YmUyYzEx2AIF4AIB&sid=6e38c114ad3781f7eced25d3cc6ba450&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-06&dest_id=1570&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=7b422e74ff87022d&srepoch=1673591787&all_sr_blocks=153151501_348672091_2_2_0&highlighted_blocks=153151501_348672091_2_2_0&matching_block_id=153151501_348672091_2_2_0&sr_pri_blocks=153151501_348672091_2_2_0__33250&from=searchresults&map_fdco=1#hotelTmpl
holiday-home-matthaus,Holiday Home Matthäus am Corfutrail,9.2,Superb,48 reviews,5 nights, 2 adults,€ 681,Giannádes,https://www.booking.com/hotel/gr/holiday-home-matthaus.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQm4AQfIAQzYAQHoAQH4AQOIAgGoAgO4Avjf-50GwAIB0gIkYTliNTQ4OTUtYmNhNC00YWMwLWEyY2YtZmNkNDA4YmUyYzEx2AIF4AIB&sid=6e38c114ad3781f7eced25d3cc6ba450&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-06&dest_id=1570&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=7b422e74ff87022d&srepoch=1673591787&all_sr_blocks=199397614_360720711_3_2_0&highlighted_blocks=199397614_360720711_3_2_0&matching_block_id=199397614_360720711_3_2_0&sr_pri_blocks=199397614_360720711_3_2_0__68113&from_sustainable_property_sr=1&from=searchresults&map_fdco=1#hotelTmpl
loc-old-town-annunziata,LOC HOSPITALITY Urban Suites,8.5,Very good,283 reviews,5 nights, 2 adults,€ 648,"Corfu Old Town, Corfu Town",https://www.booking.com/hotel/gr/loc-old-town-annunziata.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQm4AQfIAQzYAQHoAQH4AQOIAgGoAgO4Avjf-50GwAIB0gIkYTliNTQ4OTUtYmNhNC00YWMwLWEyY2YtZmNkNDA4YmUyYzEx2AIF4AIB&sid=6e38c114ad3781f7eced25d3cc6ba450&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-06&dest_id=1570&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=7b422e74ff87022d&srepoch=1673591787&all_sr_blocks=403665307_364319126_2_0_0&highlighted_blocks=403665307_364319126_2_0_0&matching_block_id=403665307_364319126_2_0_0&sr_pri_blocks=403665307_364319126_2_0_0__64750&from_sustainable_property_sr=1&from=searchresults&map_fdco=1#hotelTmpl
agallis-corfu-village-residence,Agallis Corfu Residence,9.6,Exceptional,101 reviews,5 nights, 2 adults,€ 884,Sokrakion,https://www.booking.com/hotel/gr/agallis-corfu-village-residence.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQm4AQfIAQzYAQHoAQH4AQOIAgGoAgO4Avjf-50GwAIB0gIkYTliNTQ4OTUtYmNhNC00YWMwLWEyY2YtZmNkNDA4YmUyYzEx2AIF4AIB&sid=6e38c114ad3781f7eced25d3cc6ba450&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-06&dest_id=1570&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=7b422e74ff87022d&srepoch=1673591787&all_sr_blocks=30070003_329717753_0_0_0&highlighted_blocks=30070003_329717753_0_0_0&matching_block_id=30070003_329717753_0_0_0&sr_pri_blocks=30070003_329717753_0_0_0__88358&from_sustainable_property_sr=1&from=searchresults&map_fdco=1#hotelTmpl
corfuroom,Corfu Room,9.2,Superb,358 reviews,5 nights, 2 adults,€ 274,Ágioi Déka,https://www.booking.com/hotel/gr/corfuroom.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQm4AQfIAQzYAQHoAQH4AQOIAgGoAgO4Avjf-50GwAIB0gIkYTliNTQ4OTUtYmNhNC00YWMwLWEyY2YtZmNkNDA4YmUyYzEx2AIF4AIB&sid=6e38c114ad3781f7eced25d3cc6ba450&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-06&dest_id=1570&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=7b422e74ff87022d&srepoch=1673591787&all_sr_blocks=279429601_122616137_2_2_0&highlighted_blocks=279429601_122616137_2_2_0&matching_block_id=279429601_122616137_2_2_0&sr_pri_blocks=279429601_122616137_2_2_0__27430&from_sustainable_property_sr=1&from=searchresults&map_fdco=1#hotelTmpl
corfu-shell-apartments,Corfu Shell Apartments,9.6,Exceptional,102 reviews,5 nights, 2 adults,€ 825,Barbati,https://www.booking.com/hotel/gr/corfu-shell-apartments.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQm4AQfIAQzYAQHoAQH4AQOIAgGoAgO4Avjf-50GwAIB0gIkYTliNTQ4OTUtYmNhNC00YWMwLWEyY2YtZmNkNDA4YmUyYzEx2AIF4AIB&sid=6e38c114ad3781f7eced25d3cc6ba450&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-06&dest_id=1570&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=7b422e74ff87022d&srepoch=1673591787&all_sr_blocks=691135503_345359447_2_2_0&highlighted_blocks=691135503_345359447_2_2_0&matching_block_id=691135503_345359447_2_2_0&sr_pri_blocks=691135503_345359447_2_2_0__82500&from=searchresults&map_fdco=1#hotelTmpl
poseidon-kassiopi,Poseidon Hotel,7.6,Good,77 reviews,5 nights, 2 adults,€ 439,Kassiopi,https://www.booking.com/hotel/gr/poseidon-kassiopi.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQm4AQfIAQzYAQHoAQH4AQOIAgGoAgO4Avjf-50GwAIB0gIkYTliNTQ4OTUtYmNhNC00YWMwLWEyY2YtZmNkNDA4YmUyYzEx2AIF4AIB&sid=6e38c114ad3781f7eced25d3cc6ba450&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-06&dest_id=1570&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=7b422e74ff87022d&srepoch=1673591787&all_sr_blocks=223922010_98711539_2_2_0&highlighted_blocks=223922010_98711539_2_2_0&matching_block_id=223922010_98711539_2_2_0&sr_pri_blocks=223922010_98711539_2_2_0__43945&from_sustainable_property_sr=1&from=searchresults&map_fdco=1#hotelTmpl
valerias-apartments,Valeria’s Apartments,9.2,Superb,18 reviews,5 nights, 2 adults,€ 509,Sinarádes,https://www.booking.com/hotel/gr/valerias-apartments.en-gb.html?label=gen173nr-1FCAEoggI46AdIM1gEaFyIAQGYAQm4AQfIAQzYAQHoAQH4AQOIAgGoAgO4Avjf-50GwAIB0gIkYTliNTQ4OTUtYmNhNC00YWMwLWEyY2YtZmNkNDA4YmUyYzEx2AIF4AIB&sid=6e38c114ad3781f7eced25d3cc6ba450&aid=304142&ucfs=1&arphpl=1&checkin=2023-07-01&checkout=2023-07-06&dest_id=1570&dest_type=region&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=7b422e74ff87022d&srepoch=1673591787&all_sr_blocks=849122701_352126488_2_0_0&highlighted_blocks=849122701_352126488_2_0_0&matching_block_id=849122701_352126488_2_0_0&sr_pri_blocks=849122701_352126488_2_0_0__50864&from=searchresults&map_fdco=1#hotelTmpl
