1/1/1111,50,Lovely staff at The Standard Grill,"I went for dinner at the standard grill and to my surprise there was live music. I enjoyed the band over drinks while waiting for my friend who was running late. The host was so sweet and took us right to our table where we had a fabulous dinner!! The server who took care of us gave us the perfect amount of attention, while also giving us privacy to enjoy our meal. A trip to the grill is absolutely not complete without a photo shoot on your way to the bathroom. Floor to ceiling mirrors OKAY.   I also loved how much variety was amongst the dinner crowd. There were couple out to eat, families having dinner, girls night, etc…  All of the staff at the bar, hostess stand and in the restaurant were very friendly."
1/1/1111,50,"A new ""classic"" NYC experience - always A+","I love the Standard, High Line.  First off, the location is tough to beat, probably the best in the city IMHO.  But as a New Yorker, I am less focused on location and more about the property and experience.  You probably know that the Standard is perched above the High Line, with giant floor to ceiling glass windows.  The entire city unfolds before you, and because its the tallest thing around, almost any floor or exposure offers a dynamite view.  It is captivating and I never turn on the TV because you have the best live show right in front of you.  The service is punctual, friendly and not at all hovering.  Everything you want/need but nothing extraneous if you prefer to be left to your own devices.  The interior has also become an NYC classic--innovative but not sterile, comfortable but not boring.   The rooms are calming, stylish and of course clean.  In non-Covid times, the Top of the Standard (formerly Boom Boom Room) is the hottest ticket in NYC.  But there are plenty of welcomed Covid adaptations around property, including a cozy outdoor screening room and the beer garden, which is open and well ventilated.  I haven't tried the new Standard Grille yet, but when I'm back from LA it's top of my list.   The Standard High Line is like a current day, downtown version of the Carlyle or Pierre.  It says something about New York, and it means if you're staying there, you are in the know too.…"
1/1/1111,50,New York's Finest,"Fantastic food, fantastic room and Seth made sure I had everything I needed. The bed was extremely comfortable too.  The High Line walk is a must do and the hotel is perfectly situated for that.  I will be back for a longer stay as soon as I can.  "
1/1/1111,50,Service Above Standard + Seth,"The service and care in this place is unmatched. It felt like the love that New York brings was bottled in one hotel. Especially from my boi Seth, who gave us a smooth check out and went above and beyond. If you’re downtown this is where you want to be. (And the view of the Hudson is craaaazy.)"
1/1/1111,50,Dinner at The Standard Grill,"Loved our dinner here. It’s an iconic NYC staple and the vibe is always amazing. Gorgeous, luxurious restaurant with delicious food and fabulous service. The broccoli pancakes, steak frites, and martinis are outstanding."
1/1/1111,50,Fantastic restaurant,"The food at The Grill was absolutely incredible, highly recommend. Delicious cocktails as well. Fantastic date night, including wonderful service from the staff and attention. The Plaza also has a separate menu that is perfect for lunch. "
1/1/1111,50,The Standard live music,"The standard live music sessions on Thursday nights are the highlight of my week. Such amazing talent from the likes of Paige and the other amazing musicians. Highly recommend for anyone who loves great food, great drinks, great vibes and AMAZING music!"
1/1/1111,50,Corporate Happy Hour in the Garden Room,"We had a happy hour for 80 people in the Garden Room at The Standard and were blown away. Our team was over the top impressed with the venue, the food, the drinks, and the service. The staff was outstanding and incredibly attentive and prompt. The drinks were delicious, were served quickly, and there was hardly ever a line. When I brought an issue with a wobbly table to Matt’s attention, it was addressed immediately and a new one was brought in. Haley was fabulous in helping us plan, and patient throughout the process, even when I had a million questions about food, quantities, etc. Overall excellent experience and hope to go back for a team event again."
1/1/1111,50,Amazing Experience!,"- Rooms are gorgeous. Love the views and the tubs are amazing! - Vibe in the hotel is so good! - Food at The Grill is amazing. Such interesting dishes, they look beautiful and taste so good.  - The staff makes you feel like you are at home. They do everything to make your experience amazing."
1/1/1111,50,Best time at the Standard Grill!!,This hotel is great! They have live music every Thursday at the Standard Grill and it was the BEST time!!! Delicious food too! Definitely have to visit if you haven’t!!! In a great area in Manhattan and easy to travel to other areas of the city!
